-0.237711,0.199023,0.185617,-0.251117,-0.238501,0.194458,0.179732,-0.253227,2.832769,-17.269203,-2.832771,17.269203
-0.244277,0.220055,0.210006,-0.254326,-0.237711,0.199023,0.185617,-0.251117,2.786053,-17.276802,-2.786055,17.276802
-0.207894,0.216703,0.217389,-0.207208,-0.244277,0.220055,0.210006,-0.254326,2.762043,-17.280655,-2.762044,17.280655
-0.368069,0.324599,0.324540,-0.368128,-0.207894,0.216703,0.217389,-0.207208,2.740302,-17.284119,-2.740304,17.284117
-0.302102,0.340600,0.264970,-0.377733,-0.368069,0.324599,0.324540,-0.368128,4.243737,-16.974211,-4.243738,16.974211
0.000001,-0.000001,-0.000001,0.000001,-0.302102,0.340600,0.264970,-0.377733,5.601566,-16.579161,-5.601567,16.579161
-0.578649,0.902576,0.552288,-0.928936,0.000001,-0.000001,-0.000001,0.000001,5.817796,-16.504642,-5.817798,16.504642
-0.245904,0.519867,0.219714,-0.546056,-0.578649,0.902576,0.552288,-0.928936,5.765172,-16.523100,-5.765173,16.523098
-0.269094,0.625877,0.239081,-0.655890,-0.245904,0.519867,0.219714,-0.546056,7.726707,-15.691924,-7.726707,15.691923
-0.221284,0.574572,0.181279,-0.614577,-0.269094,0.625877,0.239081,-0.655890,9.614942,-14.615922,-9.614943,14.615921
-0.126736,0.576148,0.076390,-0.626495,-0.221284,0.574572,0.181279,-0.614577,11.807409,-12.916466,-11.807410,12.916464
-0.129652,0.531902,0.031253,-0.630301,-0.126736,0.576148,0.076390,-0.626495,11.793211,-12.928436,-11.793212,12.928434
0.000005,-0.000003,-0.000005,0.000003,-0.129652,0.531902,0.031253,-0.630301,12.240537,-12.506768,-12.240538,12.506766
-0.266267,1.223076,0.136824,-1.352519,0.000005,-0.000003,-0.000005,0.000003,12.148751,-12.595599,-12.148752,12.595597
-0.131559,0.583231,0.093902,-0.620889,-0.266267,1.223076,0.136824,-1.352519,12.197384,-12.548859,-12.197385,12.548856
-0.159980,0.603012,0.146732,-0.616260,-0.131559,0.583231,0.093902,-0.620889,11.689801,-13.020852,-11.689802,13.020849
-0.000004,0.000001,0.000004,-0.000001,-0.159980,0.603012,0.146732,-0.616260,11.571995,-13.127792,-11.571996,13.127790
-0.331217,0.478889,0.277934,-0.532171,-0.000004,0.000001,0.000004,-0.000001,11.512070,-13.180372,-11.512072,13.180370
-0.377513,0.514922,0.337169,-0.555266,-0.331217,0.478889,0.277934,-0.532171,11.453533,-13.231274,-11.453534,13.231271
-0.355148,0.477470,0.301972,-0.530646,-0.377513,0.514922,0.337169,-0.555266,11.407900,-13.270638,-11.407901,13.270636
-0.457301,0.464276,0.457294,-0.464284,-0.355148,0.477470,0.301972,-0.530646,11.339959,-13.328740,-11.339960,13.328738
0.000006,-0.000002,-0.000006,0.000002,-0.457301,0.464276,0.457294,-0.464284,11.289443,-13.371552,-11.289444,13.371552
-0.389973,0.452351,0.353370,-0.488954,0.000006,-0.000002,-0.000006,0.000002,11.255707,-13.399965,-11.255708,13.399963
-0.461408,0.474896,0.461384,-0.474920,-0.389973,0.452351,0.353370,-0.488954,11.256020,-13.399702,-11.256021,13.399700
-0.521045,0.471053,0.548114,-0.443983,-0.461408,0.474896,0.461384,-0.474920,11.032393,-13.573599,-11.032393,13.573596
-0.522974,0.490197,0.522992,-0.490179,-0.521045,0.471053,0.548114,-0.443983,1.736713,-17.375475,-1.736713,17.375475
-0.495008,0.485373,0.467411,-0.512969,-0.522974,0.490197,0.522992,-0.490179,-1.549127,-17.430916,1.549125,17.430918
-0.482215,0.458036,0.468490,-0.471761,-0.495008,0.485373,0.467411,-0.512969,-2.019147,-17.380003,2.019145,17.380005
-0.806603,0.752657,0.806603,-0.752657,-0.482215,0.458036,0.468490,-0.471761,-4.005125,-17.029591,4.005124,17.029591
-0.000004,0.000007,0.000004,-0.000007,-0.806603,0.752657,0.806603,-0.752657,-5.170142,-16.718842,5.170140,16.718842
-0.430431,0.469260,0.378323,-0.521368,-0.000004,0.000007,0.000004,-0.000007,-8.185601,-15.442302,8.185600,15.442303
-0.565109,0.509948,0.565109,-0.509948,-0.430431,0.469260,0.378323,-0.521368,-11.102924,-13.519661,11.102923,13.519663
-0.523437,0.432563,0.537011,-0.418989,-0.565109,0.509948,0.565109,-0.509948,-12.922759,-11.796512,12.922758,11.796515
-0.533490,0.637273,0.517086,-0.653677,-0.523437,0.432563,0.537011,-0.418989,-13.527737,-11.101816,13.527737,11.101818
-0.243557,0.499774,0.199795,-0.543536,-0.533490,0.637273,0.517086,-0.653677,-13.581393,-11.036109,13.581392,11.036112
-0.241709,0.558625,0.241709,-0.558625,-0.243557,0.499774,0.199795,-0.543536,-13.623137,-10.984539,13.623137,10.984542
-0.000003,0.000009,0.000003,-0.000009,-0.241709,0.558625,0.241709,-0.558625,-13.626023,-10.980960,13.626022,10.980962
0.346078,0.676331,-0.399310,-0.729562,-0.000003,0.000009,0.000003,-0.000009,-13.582381,-11.034896,13.582380,11.034898
-0.000008,0.000002,0.000008,-0.000002,0.346078,0.676331,-0.399310,-0.729562,-14.205627,-11.623556,12.990115,10.408048
0.185805,0.494856,-0.105578,-0.414629,-0.000008,0.000002,0.000008,-0.000002,-16.210886,-13.638872,10.975855,8.403843
0.297197,0.525540,-0.257400,-0.485743,0.185805,0.494856,-0.105578,-0.414629,-13.992754,-11.425941,13.189326,10.622518
0.358004,0.512727,-0.357973,-0.512696,0.297197,0.525540,-0.257400,-0.485743,-13.586198,-11.030196,13.586197,11.030198
0.402596,0.474366,-0.425981,-0.497750,0.358004,0.512727,-0.357973,-0.512696,-16.092922,-13.485318,11.125662,8.518062
0.000005,-0.000004,-0.000005,0.000004,0.402596,0.474366,-0.425981,-0.497750,-18.519842,-15.894592,8.714511,6.089264
0.541132,0.531462,-0.602478,-0.592808,0.000005,-0.000004,-0.000005,0.000004,-13.626381,-10.980516,13.626380,10.980518
1.000976,0.978528,-1.083835,-1.061387,0.541132,0.531462,-0.602478,-0.592808,-13.636103,-10.968431,13.636102,10.968433
0.583819,0.906716,-0.454265,-0.777162,1.000976,0.978528,-1.083835,-1.061387,-13.648766,-10.952681,13.648765,10.952682
0.000014,0.000001,-0.000014,-0.000001,0.583819,0.906716,-0.454265,-0.777162,-13.529683,-11.099442,13.529682,11.099445
0.317098,0.646702,-0.128575,-0.458179,0.000014,0.000001,-0.000014,-0.000001,-13.378747,-11.280919,13.378746,11.280921
0.363608,0.439077,-0.326684,-0.402153,0.317098,0.646702,-0.128575,-0.458179,-13.283757,-11.392619,13.283756,11.392621
0.452308,0.512931,-0.406633,-0.467256,0.363608,0.439077,-0.326684,-0.402153,-13.229847,-11.455170,13.229846,11.455172
0.558151,0.851012,-0.404799,-0.697660,0.452308,0.512931,-0.406633,-0.467256,-13.220634,-11.465803,13.220634,11.465805
0.178840,0.477961,-0.030611,-0.329733,0.558151,0.851012,-0.404799,-0.697660,-13.128559,-11.571117,13.128558,11.571119
-0.000001,-0.000001,0.000001,0.000001,0.178840,0.477961,-0.030611,-0.329733,-12.946489,-11.774481,12.946489,11.774483
0.587637,0.395764,-0.655909,-0.464037,-0.000001,-0.000001,0.000001,0.000001,-12.818382,-11.913809,12.818381,11.913811
0.484771,0.400242,-0.508189,-0.423660,0.587637,0.395764,-0.655909,-0.464037,-14.537579,-9.557261,14.537578,9.557262
-0.000009,-0.000002,0.000009,0.000002,0.484771,0.400242,-0.508189,-0.423660,-17.450018,-1.051102,17.450018,1.051105
0.577010,0.545978,-0.576971,-0.545938,-0.000009,-0.000002,0.000009,0.000002,-17.460249,1.115730,17.460249,-1.115728
2.265724,1.743174,-2.410626,-1.888077,0.577010,0.545978,-0.576971,-0.545938,-17.189671,3.255539,17.189671,-3.255536
0.574153,0.423665,-0.622856,-0.472368,2.265724,1.743174,-2.410626,-1.888077,-13.781294,10.710932,13.781295,-10.710929
0.368659,0.352880,-0.368659,-0.352880,0.574153,0.423665,-0.622856,-0.472368,-11.760544,12.959150,11.760545,-12.959148
0.829027,0.861321,-0.807597,-0.839891,0.368659,0.352880,-0.368659,-0.352880,-10.196488,14.212932,10.196489,-14.212931
0.408377,0.477896,-0.368336,-0.437855,0.829027,0.861321,-0.807597,-0.839891,-7.342010,15.885218,7.342011,-15.885217
0.389558,0.394779,-0.334576,-0.339798,0.408377,0.477896,-0.368336,-0.437855,-7.325849,15.892826,7.325850,-15.892825
0.552460,0.371963,-0.506419,-0.325922,0.389558,0.394779,-0.334576,-0.339798,-7.312400,15.899019,7.312401,-15.899019
0.770614,0.151783,-0.823398,-0.204568,0.552460,0.371963,-0.506419,-0.325922,-7.398803,15.858766,7.398805,-15.858765
0.405004,0.002921,-0.356636,0.045448,0.770614,0.151783,-0.823398,-0.204568,-7.343070,15.884880,7.343071,-15.884878
0.566146,-0.140195,-0.566162,0.140180,0.405004,0.002921,-0.356636,0.045448,-7.397649,15.859384,7.397650,-15.859383
-0.000002,0.000006,0.000002,-0.000006,0.566146,-0.140195,-0.566162,0.140180,-7.438889,15.840082,7.438890,-15.840081
0.000023,0.000008,-0.000023,-0.000008,-0.000002,0.000006,0.000002,-0.000006,-7.568868,15.778310,7.568869,-15.778309
-0.000023,-0.000010,0.000023,0.000010,0.000023,0.000008,-0.000023,-0.000008,-11.089539,12.230629,3.943907,-19.376261
0.457491,-0.383260,-0.468895,0.371856,-0.000023,-0.000010,0.000023,0.000010,-14.685104,8.644516,0.384439,-22.945181
-0.000011,-0.000018,0.000011,0.000018,0.457491,-0.383260,-0.468895,0.371856,-16.018600,7.233752,-1.241399,-24.493752
0.000001,0.000005,-0.000001,-0.000005,-0.000011,-0.000018,0.000011,0.000018,-15.876978,7.298945,-1.383021,-24.558945
0.261982,-0.520875,-0.249080,0.533777,0.000001,0.000005,-0.000001,-0.000005,-13.987875,8.029452,-3.272123,-25.289452
0.000000,-0.000008,-0.000000,0.000008,0.261982,-0.520875,-0.249080,0.533777,-14.085676,7.997857,-3.174323,-25.257854
0.292675,-0.467474,-0.312897,0.447252,0.000000,-0.000008,-0.000000,0.000008,-13.964811,8.037026,-3.295188,-25.297024
0.244348,-0.563322,-0.231103,0.576567,0.292675,-0.467474,-0.312897,0.447252,-13.982888,8.031228,-3.277111,-25.291229
-0.019215,-0.172529,0.068708,0.222023,0.244348,-0.563322,-0.231103,0.576567,-11.872807,8.565812,-5.387194,-25.825813
0.000013,0.000010,-0.000013,-0.000010,-0.019215,-0.172529,0.068708,0.222023,-11.700377,8.598546,-5.559622,-25.858547
-1.240228,0.136946,1.879636,0.502463,0.000013,0.000010,-0.000013,-0.000010,-12.772963,8.372525,-4.487036,-25.632526
-1.518632,0.297398,2.286711,0.470681,-1.240228,0.136946,1.879636,0.502463,-14.097288,7.993745,-3.162710,-25.253746
-1.521129,0.350602,2.296533,0.424803,-1.518632,0.297398,2.286711,0.470681,-15.105076,7.628026,-2.154923,-24.888023
-1.458342,0.318590,2.187034,0.410102,-1.521129,0.350602,2.296533,0.424803,-16.428055,7.036536,-0.831944,-24.296535
-1.375828,0.315418,2.094634,0.403389,-1.458342,0.318590,2.187034,0.410102,-17.449654,6.485017,0.189654,-23.745014
-1.498977,0.351184,2.244263,0.394103,-1.375828,0.315418,2.094634,0.403389,-16.958467,7.527601,3.931429,-20.554642
-3.131376,0.744719,4.672915,0.796820,-1.498977,0.351184,2.244263,0.394103,-11.457597,13.252784,11.875410,-12.834969
-1.630666,0.442116,2.454561,0.381780,-3.131376,0.744719,4.672915,0.796820,-12.065645,12.675173,12.065646,-12.675170
-2.746837,0.671919,4.120696,0.701941,-1.630666,0.442116,2.454561,0.381780,-12.888103,11.838362,12.888104,-11.838359
-2.297486,0.594412,3.484745,0.592848,-2.746837,0.671919,4.120696,0.701941,-14.067039,10.410016,14.067039,-10.410014
0.000003,0.000008,-0.000003,-0.000008,-2.297486,0.594412,3.484745,0.592848,-14.907362,9.166273,14.907362,-9.166271
-1.441753,0.340905,2.194261,0.411604,0.000003,0.000008,-0.000003,-0.000008,-15.171418,8.721936,15.171419,-8.721933
-0.000003,-0.000010,0.000003,0.000010,-1.441753,0.340905,2.194261,0.411604,-15.832632,7.455047,15.832633,-7.455044
-2.559525,0.361191,3.873355,0.952639,-0.000003,-0.000010,0.000003,0.000010,-15.000943,7.534839,17.764132,-4.771647
-1.669925,-0.345957,2.407990,1.084022,-2.559525,0.361191,3.873355,0.952639,-9.505695,12.312429,23.994440,2.176316
-0.454947,-0.416492,0.573010,0.534554,-1.669925,-0.345957,2.407990,1.084022,-8.245383,13.263727,25.505383,3.996275
-0.309091,-0.602440,0.309091,0.602440,-0.454947,-0.416492,0.573010,0.534554,-8.293620,13.084328,25.553623,4.175675
-0.594683,-1.053428,0.570733,1.029478,-0.309091,-0.602440,0.309091,0.602440,-8.302274,13.051323,25.562275,4.208680
-0.303405,-0.554546,0.303426,0.554567,-0.594683,-1.053428,0.570733,1.029478,-8.298707,13.064958,25.558708,4.195046
-0.187984,-0.558558,0.134282,0.504856,-0.303405,-0.554546,0.303426,0.554567,-8.301480,13.054361,25.561481,4.205641
-0.248288,-0.587770,0.224050,0.563532,-0.187984,-0.558558,0.134282,0.504856,-8.307176,13.032512,25.567177,4.227491
-0.309921,-0.620303,0.309921,0.620303,-0.248288,-0.587770,0.224050,0.563532,-8.289739,13.097641,25.549740,4.162363
-0.327697,-0.667244,0.342121,0.681668,-0.309921,-0.620303,0.309921,0.620303,-8.093614,13.784264,25.353615,3.475740
0.525501,-1.427230,-1.426154,0.526578,-0.327697,-0.667244,0.342121,0.681668,-7.708714,14.864471,24.968716,2.395532
0.377614,-1.198852,-1.070927,0.505539,0.525501,-1.427230,-1.426154,0.526578,-2.379179,7.377463,2.834363,-6.922278
0.601942,-1.776326,-1.654133,0.724135,0.377614,-1.198852,-1.070927,0.505539,8.779247,7.423935,-8.779246,-7.423936
0.488859,-1.435628,-1.373751,0.550736,0.601942,-1.776326,-1.654133,0.724135,13.823738,10.729372,-13.823737,-10.729376
0.746756,-2.223013,-2.110729,0.859041,0.488859,-1.435628,-1.373751,0.550736,15.593592,7.942620,-15.593591,-7.942622
-0.000000,0.000006,0.000000,-0.000006,0.746756,-2.223013,-2.110729,0.859041,16.202723,6.612244,-16.202721,-6.612247
0.477409,-1.429453,-1.347857,0.559005,-0.000000,0.000006,0.000000,-0.000006,16.807945,4.855436,-16.807945,-4.855439
0.326119,-1.151686,-1.024658,0.453147,0.477409,-1.429453,-1.347857,0.559005,17.452065,1.220866,-17.452066,-1.220870
0.704142,-2.370007,-2.102393,0.971756,0.326119,-1.151686,-1.024658,0.453147,17.271923,-2.816154,-17.271923,2.816150
0.233518,-0.853944,-0.615842,0.471620,0.704142,-2.370007,-2.102393,0.971756,17.053532,-3.927726,-17.053532,3.927723
-0.000001,0.000000,0.000001,-0.000000,0.233518,-0.853944,-0.615842,0.471620,16.547279,-5.693636,-16.547279,5.693633
0.092509,-0.587653,-0.303897,0.376265,-0.000001,0.000000,0.000001,-0.000000,16.352419,-6.232388,-16.352419,6.232386
